State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Year,Year Code,Births,% of Total Births,Average Age of Mother (years),Standard Deviation for Average Age of Mother
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2020,2020,525,0.00%,18.56,0.63
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2021,2021,515,0.00%,18.59,0.59
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2022,2022,512,0.00%,18.6,0.61
West Virginia,54,15-19 years,15-19,High school graduate or GED completed,3,2023,2023,478,0.00%,18.58,0.62
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2018,2018,136,0.00%,18.83,0.37
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2019,2019,114,0.00%,18.74,0.5
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2020,2020,99,0.00%,18.82,0.39
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2021,2021,100,0.00%,18.84,0.42
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2022,2022,79,0.00%,18.82,0.41
West Virginia,54,15-19 years,15-19,"Some college credit, but not a degree",4,2023,2023,76,0.00%,18.76,0.51
West Virginia,54,20-24 years,20-24,8th grade or less,1,2018,2018,34,0.00%,22.53,1.22
West Virginia,54,20-24 years,20-24,8th grade or less,1,2019,2019,37,0.00%,22.05,1.35
West Virginia,54,20-24 years,20-24,8th grade or less,1,2020,2020,41,0.00%,22.05,1.41
West Virginia,54,20-24 years,20-24,8th grade or less,1,2021,2021,33,0.00%,21.79,1.45
West Virginia,54,20-24 years,20-24,8th grade or less,1,2022,2022,20,0.00%,21.95,1.5
West Virginia,54,20-24 years,20-24,8th grade or less,1,2023,2023,27,0.00%,22.59,1.39
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2018,2018,745,0.00%,21.93,1.39
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2019,2019,705,0.00%,21.9,1.38
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2020,2020,628,0.00%,21.9,1.42
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2021,2021,612,0.00%,21.85,1.37
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2022,2022,537,0.00%,21.84,1.43
West Virginia,54,20-24 years,20-24,9th through 12th grade with no diploma,2,2023,2023,507,0.00%,21.88,1.37
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2018,2018,2450,0.01%,21.94,1.39
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2019,2019,2476,0.01%,21.95,1.39
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2020,2020,2318,0.01%,22.01,1.41
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2021,2021,2344,0.01%,21.98,1.38
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2022,2022,2313,0.01%,22.02,1.36
West Virginia,54,20-24 years,20-24,High school graduate or GED completed,3,2023,2023,2319,0.01%,22.08,1.38
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2018,2018,1271,0.01%,22.16,1.38
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2019,2019,1149,0.01%,22.16,1.39
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2020,2020,1100,0.01%,22.21,1.34
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2021,2021,1107,0.01%,22.17,1.34
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2022,2022,989,0.01%,22.31,1.35
West Virginia,54,20-24 years,20-24,"Some college credit, but not a degree",4,2023,2023,982,0.01%,22.27,1.33
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2018,2018,347,0.00%,22.71,1.25
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2019,2019,390,0.00%,22.68,1.23
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2020,2020,339,0.00%,22.83,1.2
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2021,2021,353,0.00%,22.71,1.2
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2022,2022,340,0.00%,22.69,1.24
West Virginia,54,20-24 years,20-24,"Associate degree (AA, AS)",5,2023,2023,300,0.00%,22.8,1.21
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2018,2018,207,0.00%,23.18,0.86
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2019,2019,251,0.00%,23.3,0.9
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2020,2020,214,0.00%,23.18,0.93
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2021,2021,255,0.00%,23.14,0.91
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2022,2022,238,0.00%,23.29,0.8
West Virginia,54,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2023,2023,246,0.00%,23.2,0.91
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,12,0.00%,23.58,0.49
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,11,0.00%,23.64,0.48
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,20,0.00%,23.6,0.8
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,18,0.00%,23.61,0.59
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,34,0.00%,23.41,0.73
West Virginia,54,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,21,0.00%,23.67,0.47
West Virginia,54,20-24 years,20-24,Unknown or Not Stated,Unk,2018,2018,17,0.00%,22.06,1.51
West Virginia,54,20-24 years,20-24,Unknown or Not Stated,Unk,2020,2020,12,0.00%,22.08,1.19
West Virginia,54,20-24 years,20-24,Unknown or Not Stated,Unk,2021,2021,19,0.00%,22.26,1.45
West Virginia,54,20-24 years,20-24,Unknown or Not Stated,Unk,2023,2023,13,0.00%,21.62,1.21
West Virginia,54,25-29 years,25-29,8th grade or less,1,2018,2018,62,0.00%,26.9,1.44
West Virginia,54,25-29 years,25-29,8th grade or less,1,2019,2019,49,0.00%,26.88,1.35
West Virginia,54,25-29 years,25-29,8th grade or less,1,2020,2020,51,0.00%,27.06,1.5
West Virginia,54,25-29 years,25-29,8th grade or less,1,2021,2021,33,0.00%,27.09,1.33
West Virginia,54,25-29 years,25-29,8th grade or less,1,2022,2022,23,0.00%,26.96,1
West Virginia,54,25-29 years,25-29,8th grade or less,1,2023,2023,24,0.00%,27.42,1.19
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2018,2018,527,0.00%,26.79,1.36
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2019,2019,485,0.00%,26.77,1.35
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2020,2020,450,0.00%,26.78,1.41
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2021,2021,382,0.00%,26.86,1.41
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2022,2022,369,0.00%,26.87,1.31
West Virginia,54,25-29 years,25-29,9th through 12th grade with no diploma,2,2023,2023,366,0.00%,26.9,1.42
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2018,2018,1681,0.01%,26.7,1.39
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2019,2019,1763,0.01%,26.78,1.4
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2020,2020,1647,0.01%,26.83,1.39
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2021,2021,1591,0.01%,26.78,1.39
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2022,2022,1600,0.01%,26.76,1.41
West Virginia,54,25-29 years,25-29,High school graduate or GED completed,3,2023,2023,1596,0.01%,26.77,1.4
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2018,2018,1365,0.01%,26.87,1.38
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2019,2019,1278,0.01%,26.96,1.41
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2020,2020,1172,0.01%,26.88,1.44
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2021,2021,1102,0.01%,26.89,1.4
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2022,2022,1103,0.01%,26.82,1.41
West Virginia,54,25-29 years,25-29,"Some college credit, but not a degree",4,2023,2023,1052,0.01%,26.86,1.41
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2018,2018,711,0.00%,26.92,1.4
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2019,2019,650,0.00%,27.03,1.45
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2020,2020,685,0.00%,27.09,1.41
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2021,2021,667,0.00%,26.94,1.4
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2022,2022,717,0.00%,27,1.39
West Virginia,54,25-29 years,25-29,"Associate degree (AA, AS)",5,2023,2023,656,0.00%,26.96,1.38
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2018,2018,901,0.01%,27.17,1.37
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2019,2019,991,0.01%,27.21,1.37
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2020,2020,936,0.01%,27.15,1.41
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2021,2021,938,0.01%,27.14,1.38
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2022,2022,991,0.01%,27.09,1.38
West Virginia,54,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2023,2023,1023,0.01%,27.11,1.41
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,304,0.00%,27.73,1.26
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,309,0.00%,27.52,1.31
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,316,0.00%,27.67,1.28
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,339,0.00%,27.53,1.25
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,338,0.00%,27.43,1.34
West Virginia,54,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,372,0.00%,27.53,1.27
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,66,0.00%,27.98,1.05
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,49,0.00%,27.73,1.29
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,66,0.00%,27.83,1.15
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,69,0.00%,27.78,1.21
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,71,0.00%,28.03,1.09
West Virginia,54,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,67,0.00%,27.93,1.03
West Virginia,54,25-29 years,25-29,Unknown or Not Stated,Unk,2018,2018,19,0.00%,27.05,1.36
West Virginia,54,25-29 years,25-29,Unknown or Not Stated,Unk,2020,2020,30,0.00%,26.87,1.43
West Virginia,54,25-29 years,25-29,Unknown or Not Stated,Unk,2021,2021,12,0.00%,27,1.58
West Virginia,54,25-29 years,25-29,Unknown or Not Stated,Unk,2022,2022,13,0.00%,27.08,1.44
West Virginia,54,25-29 years,25-29,Unknown or Not Stated,Unk,2023,2023,13,0.00%,27.23,1.05
West Virginia,54,30-34 years,30-34,8th grade or less,1,2018,2018,33,0.00%,31.79,1.37
West Virginia,54,30-34 years,30-34,8th grade or less,1,2019,2019,24,0.00%,31.79,1.44
West Virginia,54,30-34 years,30-34,8th grade or less,1,2020,2020,24,0.00%,31.08,1.22
West Virginia,54,30-34 years,30-34,8th grade or less,1,2021,2021,31,0.00%,31.74,1.37
West Virginia,54,30-34 years,30-34,8th grade or less,1,2022,2022,34,0.00%,32,1.39
West Virginia,54,30-34 years,30-34,8th grade or less,1,2023,2023,22,0.00%,31.95,1.43
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2018,2018,204,0.00%,31.56,1.39
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2019,2019,209,0.00%,31.58,1.33
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2020,2020,223,0.00%,31.57,1.35
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2021,2021,207,0.00%,31.71,1.4
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2022,2022,188,0.00%,31.54,1.35
West Virginia,54,30-34 years,30-34,9th through 12th grade with no diploma,2,2023,2023,198,0.00%,31.55,1.41
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2018,2018,714,0.00%,31.61,1.39
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2019,2019,802,0.00%,31.67,1.37
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2020,2020,785,0.00%,31.59,1.35
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2021,2021,832,0.00%,31.6,1.38
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2022,2022,835,0.00%,31.69,1.41
West Virginia,54,30-34 years,30-34,High school graduate or GED completed,3,2023,2023,822,0.00%,31.68,1.36
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2018,2018,725,0.00%,31.66,1.37
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2019,2019,764,0.00%,31.68,1.43
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2020,2020,728,0.00%,31.7,1.41
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2021,2021,704,0.00%,31.66,1.35
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2022,2022,720,0.00%,31.68,1.35
West Virginia,54,30-34 years,30-34,"Some college credit, but not a degree",4,2023,2023,703,0.00%,31.71,1.36
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2018,2018,519,0.00%,31.78,1.37
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2019,2019,473,0.00%,31.7,1.39
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2020,2020,455,0.00%,31.73,1.32
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2021,2021,465,0.00%,31.71,1.39
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2022,2022,457,0.00%,31.7,1.38
West Virginia,54,30-34 years,30-34,"Associate degree (AA, AS)",5,2023,2023,443,0.00%,31.71,1.37
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2018,2018,829,0.00%,31.77,1.37
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2019,2019,837,0.00%,31.82,1.4
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2020,2020,841,0.00%,31.76,1.39
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2021,2021,842,0.00%,31.75,1.36
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2022,2022,819,0.00%,31.79,1.38
West Virginia,54,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2023,2023,854,0.00%,31.71,1.38
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,512,0.00%,31.91,1.38
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,477,0.00%,31.85,1.37
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,499,0.00%,31.93,1.39
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,508,0.00%,31.85,1.38
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,508,0.00%,31.93,1.39
West Virginia,54,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,438,0.00%,31.86,1.37
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,155,0.00%,32.12,1.42
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,171,0.00%,32.05,1.42
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,170,0.00%,32.03,1.34
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,168,0.00%,32,1.42
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,165,0.00%,32.1,1.37
West Virginia,54,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,153,0.00%,32.04,1.38
West Virginia,54,30-34 years,30-34,Unknown or Not Stated,Unk,2018,2018,22,0.00%,31.73,1.39
West Virginia,54,30-34 years,30-34,Unknown or Not Stated,Unk,2019,2019,10,0.00%,31.5,1.12
West Virginia,54,30-34 years,30-34,Unknown or Not Stated,Unk,2020,2020,23,0.00%,31.83,1.43
West Virginia,54,30-34 years,30-34,Unknown or Not Stated,Unk,2021,2021,18,0.00%,32.39,1.46
West Virginia,54,30-34 years,30-34,Unknown or Not Stated,Unk,2023,2023,20,0.00%,31.45,1.47
West Virginia,54,35-39 years,35-39,8th grade or less,1,2019,2019,12,0.00%,36.5,0.96
West Virginia,54,35-39 years,35-39,8th grade or less,1,2020,2020,16,0.00%,36.88,1.32
West Virginia,54,35-39 years,35-39,8th grade or less,1,2021,2021,16,0.00%,36.69,1.21
West Virginia,54,35-39 years,35-39,8th grade or less,1,2022,2022,11,0.00%,36.82,1.27
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2018,2018,78,0.00%,36.45,1.42
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2019,2019,87,0.00%,36.75,1.34
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2020,2020,77,0.00%,36.94,1.41
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2021,2021,88,0.00%,36.42,1.29
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2022,2022,85,0.00%,36.6,1.45
West Virginia,54,35-39 years,35-39,9th through 12th grade with no diploma,2,2023,2023,102,0.00%,36.44,1.25
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2018,2018,293,0.00%,36.47,1.31
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2019,2019,332,0.00%,36.74,1.38
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2020,2020,301,0.00%,36.48,1.3
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2021,2021,248,0.00%,36.57,1.3
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2022,2022,325,0.00%,36.56,1.41
West Virginia,54,35-39 years,35-39,High school graduate or GED completed,3,2023,2023,292,0.00%,36.43,1.26
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2018,2018,330,0.00%,36.62,1.34
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2019,2019,324,0.00%,36.48,1.35
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2020,2020,317,0.00%,36.53,1.35
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2021,2021,307,0.00%,36.58,1.36
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2022,2022,263,0.00%,36.57,1.39
West Virginia,54,35-39 years,35-39,"Some college credit, but not a degree",4,2023,2023,256,0.00%,36.45,1.35
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2018,2018,191,0.00%,36.51,1.34
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2019,2019,208,0.00%,36.61,1.37
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2020,2020,192,0.00%,36.48,1.28
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2021,2021,205,0.00%,36.5,1.37
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2022,2022,180,0.00%,36.59,1.42
West Virginia,54,35-39 years,35-39,"Associate degree (AA, AS)",5,2023,2023,165,0.00%,36.34,1.28
West Virginia,54,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2018,2018,355,0.00%,36.45,1.29
West Virginia,54,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2019,2019,335,0.00%,36.58,1.4
West Virginia,54,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2020,2020,300,0.00%,36.5,1.36
